游客记录哈希,游客性别,游客年龄,游客年龄段,游客来源省,景点名称,景点类型,景点等级,所在城市,所在省份,门票价格,访问日期,访问年份,访问月份,访问季度,访问时长(小时),消费金额,门票消费,其他消费,评分,是否跟团,团费,行程天数,主要景点,交通方式,季节,是否节假日,推荐程度,满意度
422efaf42282,女,38,36-45,山西省,八里河,自然风光,5A,阜阳市,安徽,90,2022-09-26,2022,9,3,6.0,90.0,90,0.0,5.0,是,5628.0,3.0,"查干湖,虎跳峡,露水河国家森林公园,太白山",飞机+大巴,秋季,否,强烈推荐,非常满意
78e9e9acbbc7,男,18,18-25,上海市,金鸡湖,城市景观,5A,苏州市,江苏,0,2022-07-16,2022,7,3,1.5,51.2,0,51.2,4.8,否,,,,,夏季,是,强烈推荐,非常满意
f149859df1dc,女,29,26-35,海南省,杭州宋城,主题公园,4A,杭州市,浙江,320,2024-03-28,2024,3,1,1.8,320.0,320,0.0,4.9,否,,,,,春季,否,强烈推荐,非常满意
b42c70260455,女,62,56+,云南省,红旗渠,红色旅游,5A,安阳市,河南,80,2025-02-11,2025,2,1,3.8,88.73,80,8.73,4.1,否,,,,,冬季,是,推荐,满意
1e85122f0a09,女,20,18-25,甘肃省,大理古城,古镇风情,4A,大理州,云南,0,2023-04-05,2023,4,2,4.5,152.8,0,152.8,3.7,是,1287.0,4.0,"长沙世界之窗,岳阳楼,武夷山,凤凰古城,高句丽遗址",空调大巴,春季,否,推荐,满意
d2e21bbf6078,男,36,36-45,宁夏回族自治区,圣索菲亚教堂,历史建筑,4A,哈尔滨市,黑龙江,20,2024-09-19,2024,9,3,1.3,418.8,20,398.8,4.2,是,5969.0,4.0,"陈家祠,武夷山,常州中华恐龙园,广府古城,北京动物园,滇池",空调大巴,秋季,否,推荐,满意
90cb7536e68f,男,45,36-45,云南省,红海滩,自然风光,5A,盘锦市,辽宁,85,2024-04-21,2024,4,2,5.2,443.68,85,358.68,5.0,是,1645.0,1.0,"普达措国家公园,梧州骑楼城,安源路矿工人运动纪念馆,辽源矿工墓",空调大巴,春季,是,强烈推荐,非常满意
428cf787ed0f,男,29,26-35,浙江省,西递宏村,古镇风情,5A,黄山市,安徽,104,2023-01-08,2023,1,1,7.0,533.8,104,429.8,4.8,否,,,,,冬季,是,强烈推荐,非常满意
d58ebe56c214,男,27,26-35,浙江省,野三坡,自然风光,5A,保定市,河北,100,2024-09-07,2024,9,3,1.6,100.0,100,0.0,4.8,否,,,,,秋季,是,强烈推荐,非常满意
58b4aa6e09a9,男,70,56+,西藏自治区,南锣鼓巷,历史文化,4A,北京市,北京,0,2024-02-26,2024,2,1,2.2,58.08,0,58.08,4.7,否,,,,,冬季,是,强烈推荐,非常满意
8251d7cd1173,男,30,26-35,四川省,延安革命纪念馆,红色旅游,5A,延安市,陕西,0,2023-05-19,2023,5,2,5.1,16.18,0,16.18,5.0,否,,,,,春季,否,强烈推荐,非常满意
80a75b97c7c2,女,58,56+,吉林省,安庆振风塔,历史建筑,4A,安庆市,安徽,20,2024-07-02,2024,7,3,2.6,260.54,20,240.54,4.8,是,7598.0,2.0,"莆田九鲤湖,南昌八一起义纪念馆,松花湖",高铁+大巴,夏季,否,强烈推荐,非常满意
4444b643a17e,男,23,18-25,台湾省,豫园,历史建筑,4A,上海市,上海,40,2023-11-22,2023,11,4,6.2,40.0,40,0.0,4.9,是,1128.0,5.0,"海口骑楼老街,太行大峡谷,泸沽湖(云南部分)",高铁+大巴,秋季,否,强烈推荐,非常满意
e519844ae17f,女,21,18-25,陕西省,安源路矿工人运动纪念馆,红色旅游,4A,萍乡市,江西,0,2024-02-01,2024,2,1,6.2,176.12,0,176.12,4.2,否,,,,,冬季,是,推荐,满意
0f39d3e34dba,男,48,46-55,河北省,三河古镇,古镇风情,5A,合肥市,安徽,0,2022-10-25,2022,10,4,1.5,394.22,0,394.22,4.0,否,,,,,秋季,是,推荐,满意
78f543cf6ddb,男,52,46-55,河北省,景德镇古窑,历史文化,5A,景德镇市,江西,95,2022-05-15,2022,5,2,4.6,95.0,95,0.0,5.0,是,7079.0,4.0,"故宫博物院,台儿庄古城,玉龙雪山,上海世纪公园,鄱阳湖,壶口瀑布",空调大巴,春季,是,强烈推荐,非常满意
fa5a1557670e,女,38,36-45,黑龙江省,扎龙自然保护区,自然风光,4A,齐齐哈尔市,黑龙江,65,2025-01-27,2025,1,1,2.2,236.77,65,171.77,4.8,否,,,,,冬季,是,强烈推荐,非常满意
7af6656708ac,男,58,56+,陕西省,慕田峪长城,历史文化,4A,北京市,北京,45,2022-10-26,2022,10,4,1.3,45.0,45,0.0,4.9,否,,,,,秋季,是,强烈推荐,非常满意
b95cfe9d8f19,男,37,36-45,海南省,荆州古城,历史文化,4A,荆州市,湖北,35,2024-06-03,2024,6,2,3.9,338.7,35,303.7,4.9,否,,,,,夏季,否,强烈推荐,非常满意
9a93a5f0742f,女,23,18-25,广东省,雁门关,历史文化,5A,忻州市,山西,90,2025-02-17,2025,2,1,2.8,436.37,90,346.37,4.2,否,,,,,冬季,是,推荐,满意
5f614798e6d9,女,42,36-45,海南省,长白山,自然风光,5A,延边州,吉林,125,2024-08-26,2024,8,3,3.1,125.0,125,0.0,4.4,否,,,,,夏季,否,推荐,满意
2ab913e26e1f,男,59,56+,湖北省,云南民族村,主题公园,4A,昆明市,云南,90,2023-10-28,2023,10,4,7.4,296.36,90,206.36,3.9,否,,,,,秋季,是,推荐,满意
cb829f16a5e0,女,46,46-55,台湾省,大理古城,古镇风情,4A,大理州,云南,0,2022-09-07,2022,9,3,2.4,0.0,0,0.0,4.7,否,,,,,秋季,否,强烈推荐,非常满意
d383750b720a,男,23,18-25,上海市,太行山大峡谷,自然风光,5A,长治市,山西,140,2023-05-13,2023,5,2,2.9,568.0799999999999,140,428.08,4.7,否,,,,,春季,是,强烈推荐,非常满意
e530f60d3ddd,女,69,56+,海南省,峨眉山,自然文化,5A,乐山市,四川,160,2022-11-16,2022,11,4,7.0,160.0,160,0.0,4.3,否,,,,,秋季,否,推荐,满意
703e45e391f4,女,65,56+,福建省,白云山,自然风光,5A,广州市,广东,5,2024-08-23,2024,8,3,3.9,144.91,5,139.91,4.8,否,,,,,夏季,否,强烈推荐,非常满意
a6757093a13a,男,61,56+,重庆市,世界公园,主题公园,4A,北京市,北京,100,2024-06-13,2024,6,2,7.5,100.0,100,0.0,4.1,否,,,,,夏季,否,推荐,满意
a336d3636265,女,45,36-45,江苏省,铜陵天井湖,自然风光,4A,铜陵市,安徽,0,2025-02-26,2025,2,1,3.5,0.0,0,0.0,4.1,否,,,,,冬季,是,推荐,满意
f5a1f4e96994,女,30,26-35,江西省,西塘古镇,古镇风情,5A,嘉兴市,浙江,95,2023-03-06,2023,3,1,6.6,347.91,95,252.91,4.5,否,,,,,春季,否,强烈推荐,非常满意
1ca188cce290,男,63,56+,福建省,潜江曹禺公园,城市公园,4A,潜江市,湖北,0,2024-12-05,2024,12,4,4.7,395.61,0,395.61,4.5,否,,,,,冬季,否,强烈推荐,非常满意
ab0dc71b8d81,女,27,26-35,山东省,潜江曹禺公园,城市公园,4A,潜江市,湖北,0,2023-06-29,2023,6,2,7.3,352.79,0,352.79,4.6,否,,,,,夏季,否,强烈推荐,非常满意
066243e3ca0a,女,66,56+,河南省,广州长隆旅游度假区,主题公园,5A,广州市,广东,350,2023-06-24,2023,6,2,7.3,497.79,350,147.79,4.7,否,,,,,夏季,是,强烈推荐,非常满意
bf9357ec50d8,女,19,18-25,山东省,太极洞,自然奇观,4A,宣城市,安徽,80,2022-12-19,2022,12,4,5.1,417.22,80,337.22,4.6,否,,,,,冬季,否,强烈推荐,非常满意
1f29b63cacab,女,25,18-25,云南省,清江画廊,自然风光,5A,宜昌市,湖北,100,2023-09-30,2023,9,3,1.1,222.5,100,122.5,4.9,否,,,,,秋季,是,强烈推荐,非常满意
a183b404c3eb,女,32,26-35,湖南省,西递宏村,古镇风情,5A,黄山市,安徽,104,2024-07-22,2024,7,3,7.2,104.0,104,0.0,5.0,否,,,,,夏季,否,强烈推荐,非常满意
eba0bcce143e,女,70,56+,宁夏回族自治区,呀诺达雨林,自然风光,5A,三亚市,海南,168,2025-04-08,2025,4,2,5.5,386.05,168,218.05,5.0,否,,,,,春季,否,强烈推荐,非常满意
d54862097e8d,男,40,36-45,山西省,龙湾群国家森林公园,自然风光,4A,通化市,吉林,50,2024-06-09,2024,6,2,5.5,315.55,50,265.55,4.7,是,840.0,3.0,"咸宁九宫山,鹤岗萝北名山岛,钦州三娘湾",飞机+大巴,夏季,是,强烈推荐,非常满意
4ae862bea216,女,23,18-25,辽宁省,深圳华侨城,主题公园,5A,深圳市,广东,230,2022-06-08,2022,6,2,4.3,230.0,230,0.0,4.3,是,5549.0,7.0,"三坊七巷,绍兴鲁迅故里,三星堆遗址,古徽州文化旅游区,三江程阳八寨,营口鲅鱼圈",飞机+大巴,夏季,否,推荐,满意
33d94f06e0fd,女,39,36-45,河南省,鸡公山,自然风光,4A,信阳市,河南,60,2023-12-04,2023,12,4,2.1,456.16,60,396.16,4.2,否,,,,,冬季,否,推荐,满意
a324434d83b3,女,67,56+,上海市,岳阳君山岛,自然风光,5A,岳阳市,湖南,78,2024-01-07,2024,1,1,6.2,127.11,78,49.11,5.0,否,,,,,冬季,是,强烈推荐,非常满意
7358de4d9f24,女,58,56+,河北省,婺源,自然风光,5A,上饶市,江西,210,2024-03-16,2024,3,1,1.9,457.1,210,247.1,4.8,否,,,,,春季,是,强烈推荐,非常满意
ad2b257a2887,男,69,56+,湖南省,通天岩,自然文化,4A,赣州市,江西,60,2022-05-10,2022,5,2,4.1,488.53,60,428.53,4.2,否,,,,,春季,否,推荐,满意
fb1f0a5ff543,女,50,46-55,西藏自治区,辽阳广佑寺,宗教文化,4A,辽阳市,辽宁,40,2024-04-02,2024,4,2,7.4,40.0,40,0.0,4.6,否,,,,,春季,否,强烈推荐,非常满意
06a95e16f942,女,38,36-45,内蒙古自治区,净月潭,自然风光,5A,长春市,吉林,30,2024-08-02,2024,8,3,1.2,161.98,30,131.98,4.4,否,,,,,夏季,否,推荐,满意
6695fdab73b1,女,48,46-55,黑龙江省,罗浮山,自然风光,5A,惠州市,广东,60,2025-04-20,2025,4,2,3.3,60.0,60,0.0,4.6,否,,,,,春季,是,强烈推荐,非常满意
ccfd17054550,女,19,18-25,海南省,天柱山,自然风光,5A,安庆市,安徽,130,2022-09-20,2022,9,3,3.5,214.44,130,84.44,4.8,否,,,,,秋季,否,强烈推荐,非常满意
841c4f892815,女,41,36-45,天津市,亚布力滑雪场,运动休闲,4A,哈尔滨市,黑龙江,180,2025-03-27,2025,3,1,7.5,199.44,180,19.44,3.9,否,,,,,春季,否,推荐,满意
135a43190a3c,男,46,46-55,湖北省,黄石国家矿山公园,工业旅游,4A,黄石市,湖北,50,2023-05-28,2023,5,2,7.5,94.91,50,44.91,4.4,否,,,,,春季,是,推荐,满意
db7c8ef2a08b,男,36,36-45,湖南省,金山岭长城,历史文化,4A,承德市,河北,65,2023-04-21,2023,4,2,6.7,65.0,65,0.0,4.2,否,,,,,春季,否,推荐,满意
57d727c11cff,女,43,36-45,山西省,防城港十万大山,自然风光,4A,防城港市,广西,60,2024-02-01,2024,2,1,2.3,60.0,60,0.0,4.8,否,,,,,冬季,是,强烈推荐,非常满意
1f1b9a03d2a3,女,57,56+,辽宁省,亳州花戏楼,历史建筑,4A,亳州市,安徽,60,2024-11-09,2024,11,4,3.6,556.29,60,496.29,3.8,否,,,,,秋季,是,推荐,满意
c8ce8089cd86,女,21,18-25,西藏自治区,辽阳广佑寺,宗教文化,4A,辽阳市,辽宁,40,2025-02-05,2025,2,1,3.7,40.0,40,0.0,4.6,否,,,,,冬季,是,强烈推荐,非常满意
cd4ff4070121,女,33,26-35,湖南省,抚顺赫图阿拉城,历史文化,4A,抚顺市,辽宁,60,2022-07-24,2022,7,3,2.7,416.29,60,356.29,3.8,否,,,,,夏季,是,推荐,满意
cdab71012e1d,女,46,46-55,四川省,上海欢乐谷,主题公园,4A,上海市,上海,230,2024-07-31,2024,7,3,5.6,554.46,230,324.46,4.3,否,,,,,夏季,否,推荐,满意
92beb27b6303,女,56,56+,江西省,野三坡,自然风光,5A,保定市,河北,100,2025-01-01,2025,1,1,3.4,100.0,100,0.0,4.9,否,,,,,冬季,是,强烈推荐,非常满意
6c5a914791b3,男,34,26-35,浙江省,苏州虎丘,历史文化,5A,苏州市,江苏,80,2024-07-15,2024,7,3,3.0,80.0,80,0.0,4.6,是,1679.0,5.0,"雍和宫,青岛啤酒博物馆,莽山,三明泰宁大金湖,蜀南竹海,舟山朱家尖",空调大巴,夏季,否,强烈推荐,非常满意
8523e86913e7,男,33,26-35,青海省,苏州园林,历史文化,5A,苏州市,江苏,90,2023-12-29,2023,12,4,7.6,90.0,90,0.0,5.0,否,,,,,冬季,否,强烈推荐,非常满意
48b9e5f38a33,女,36,36-45,海南省,上海辰山植物园,植物园,4A,上海市,上海,60,2025-03-12,2025,3,1,2.1,60.0,60,0.0,4.3,否,,,,,春季,否,推荐,满意
cbd7c51ab7a2,男,45,36-45,吉林省,金鸡湖,城市景观,5A,苏州市,江苏,0,2024-09-20,2024,9,3,3.4,1.99,0,1.99,4.3,是,4653.0,4.0,"伪满皇宫博物院,井冈山,秦始皇兵马俑",高铁+大巴,秋季,否,推荐,满意
b40c339fbb6d,女,63,56+,贵州省,镜泊湖,自然风光,5A,牡丹江市,黑龙江,100,2025-01-15,2025,1,1,2.3,273.11,100,173.11,4.8,否,,,,,冬季,是,强烈推荐,非常满意
1485633d7bdd,男,38,36-45,安徽省,碛口古镇,古镇风情,4A,吕梁市,山西,0,2023-10-06,2023,10,4,7.7,0.0,0,0.0,4.4,是,1538.0,7.0,"老君山,大庆铁人纪念馆,恭王府",空调大巴,秋季,是,推荐,满意
5012e02e3cad,女,46,46-55,浙江省,金丝峡,自然风光,5A,商洛市,陕西,100,2022-09-10,2022,9,3,7.7,284.61,100,184.61,4.1,是,2193.0,7.0,"丽江古城,陈家祠,殷墟,衢州江郎山,普陀山,秦始皇兵马俑",空调大巴,秋季,是,推荐,满意
b3467255ebe9,女,42,36-45,河北省,汉阳陵,历史遗址,4A,咸阳市,陕西,70,2024-08-19,2024,8,3,6.6,174.8,70,104.8,4.7,否,,,,,夏季,否,强烈推荐,非常满意
3976d3d1fb22,女,27,26-35,山东省,吉林北山,自然文化,4A,吉林市,吉林,0,2024-03-12,2024,3,1,5.7,0.0,0,0.0,4.8,否,,,,,春季,否,强烈推荐,非常满意
663571f6ff88,女,25,18-25,澳门特别行政区,钦州三娘湾,自然风光,4A,钦州市,广西,40,2023-06-10,2023,6,2,6.3,421.3,40,381.3,5.0,否,,,,,夏季,是,强烈推荐,非常满意
50c747c39241,女,19,18-25,内蒙古自治区,日照海滨国家森林公园,自然风光,4A,日照市,山东,60,2022-07-11,2022,7,3,3.4,60.0,60,0.0,4.4,是,5793.0,5.0,"婺源,西樵山,净月潭,世界公园,三亚大小洞天,碛口古镇",高铁+大巴,夏季,否,推荐,满意
b169b3964a4a,女,41,36-45,重庆市,锦州笔架山,自然风光,4A,锦州市,辽宁,65,2023-10-04,2023,10,4,5.8,390.3,65,325.3,3.9,否,,,,,秋季,是,推荐,满意
33261905796f,男,58,56+,重庆市,晋祠,历史文化,4A,太原市,山西,80,2025-04-24,2025,4,2,2.5,80.0,80,0.0,4.4,是,2014.0,5.0,"芒砀山,野三坡,杜甫草堂",高铁+大巴,春季,否,推荐,满意
7c18dfb4f9d8,男,36,36-45,吉林省,温州楠溪江,自然风光,4A,温州市,浙江,50,2025-03-01,2025,3,1,5.1,50.0,50,0.0,4.6,否,,,,,春季,是,强烈推荐,非常满意
f433abf0984d,男,30,26-35,澳门特别行政区,金石滩,自然风光,5A,大连市,辽宁,120,2022-09-01,2022,9,3,4.8,264.33000000000004,120,144.33,5.0,否,,,,,秋季,否,强烈推荐,非常满意
24d830a14eec,男,42,36-45,北京市,广州长隆旅游度假区,主题公园,5A,广州市,广东,350,2023-06-02,2023,6,2,1.1,641.0699999999999,350,291.07,4.9,否,,,,,夏季,否,强烈推荐,非常满意
0bb31dbf6553,女,23,18-25,广西壮族自治区,小浪底,水利工程,4A,洛阳市,河南,40,2022-11-01,2022,11,4,4.9,91.47,40,51.47,4.4,否,,,,,秋季,否,推荐,满意
c502d0467655,男,35,26-35,四川省,徐州云龙湖,自然风光,5A,徐州市,江苏,0,2023-10-02,2023,10,4,5.6,385.55,0,385.55,5.0,否,,,,,秋季,是,强烈推荐,非常满意
90e718d2d574,女,37,36-45,河北省,常州中华恐龙园,主题公园,5A,常州市,江苏,260,2023-07-13,2023,7,3,6.7,423.31,260,163.31,4.7,否,,,,,夏季,否,强烈推荐,非常满意
ea8555d43c11,男,57,56+,辽宁省,宁波天一阁,历史建筑,4A,宁波市,浙江,30,2022-10-28,2022,10,4,8.0,100.11,30,70.11,4.5,否,,,,,秋季,是,强烈推荐,非常满意
fca3fb7ef183,女,30,26-35,贵州省,正定隆兴寺,宗教文化,4A,石家庄市,河北,50,2024-05-21,2024,5,2,4.9,399.25,50,349.25,4.9,是,3592.0,7.0,"广州塔,九一八历史博物馆,锦里,南昌八一起义纪念馆,来宾金秀圣堂山,三江程阳八寨",飞机+大巴,春季,否,强烈推荐,非常满意
4349994bd449,男,54,46-55,河南省,上海辰山植物园,植物园,4A,上海市,上海,60,2024-05-02,2024,5,2,2.6,467.6,60,407.6,3.9,否,,,,,春季,否,推荐,满意
b8057159d2c7,男,31,26-35,广西壮族自治区,青岛海滨风景区,自然风光,4A,青岛市,山东,0,2022-08-22,2022,8,3,2.3,445.35,0,445.35,4.0,否,,,,,夏季,否,推荐,满意
b1eb2f7bda50,女,28,26-35,贵州省,杭州宋城,主题公园,4A,杭州市,浙江,320,2023-09-24,2023,9,3,7.2,756.1800000000001,320,436.18,4.1,是,7008.0,6.0,"木兰文化生态旅游区,东方明珠,重渡沟,周庄古镇",飞机+大巴,秋季,是,推荐,满意
eb806c7a6529,男,33,26-35,西藏自治区,海口骑楼老街,历史文化,3A,海口市,海南,0,2024-04-26,2024,4,2,3.4,0.0,0,0.0,3.2,否,,,,,春季,否,一般,一般
dc312b644123,女,56,56+,河南省,朱家角古镇,古镇风情,4A,上海市,上海,60,2025-01-01,2025,1,1,1.1,60.0,60,0.0,4.6,是,5628.0,3.0,"查干湖,虎跳峡,露水河国家森林公园,太白山",飞机+大巴,冬季,是,强烈推荐,非常满意
aa086939b483,女,49,46-55,重庆市,红海滩,自然风光,5A,盘锦市,辽宁,85,2024-01-27,2024,1,1,5.0,568.95,85,483.95,4.8,否,,,,,冬季,是,强烈推荐,非常满意
46971ca6407a,女,25,18-25,河南省,呀诺达雨林,自然风光,5A,三亚市,海南,168,2025-04-11,2025,4,2,4.1,440.88,168,272.88,4.1,是,6875.0,5.0,"普达措国家公园,黄山,常州中华恐龙园,莫干山",高铁+大巴,春季,否,推荐,满意
9f000464d734,女,36,36-45,安徽省,武侯祠,历史文化,4A,成都市,四川,60,2025-03-28,2025,3,1,6.3,500.32,60,440.32,3.9,否,,,,,春季,否,推荐,满意
50db77c96a66,男,48,46-55,广东省,大雁塔,历史文化,5A,西安市,陕西,50,2023-02-21,2023,2,1,3.6,50.0,50,0.0,4.2,否,,,,,冬季,是,推荐,满意
f1e7274bf33f,女,23,18-25,广西壮族自治区,同里古镇,古镇风情,5A,苏州市,江苏,100,2023-08-19,2023,8,3,8.0,100.0,100,0.0,4.7,否,,,,,夏季,是,强烈推荐,非常满意
f63d3eb7627c,男,27,26-35,贵州省,绍兴鲁迅故里,历史文化,5A,绍兴市,浙江,0,2022-09-20,2022,9,3,5.3,0.0,0,0.0,4.1,是,1041.0,1.0,"潍坊青州古城,五台山,日照海滨国家森林公园",空调大巴,秋季,否,推荐,满意
a694eb959759,女,63,56+,河北省,北海银滩,自然风光,4A,北海市,广西,0,2023-06-02,2023,6,2,2.4,102.88,0,102.88,4.3,是,5006.0,5.0,"亳州花戏楼,798艺术区,铜陵天井湖",高铁+大巴,夏季,否,推荐,满意
3c1fd60a48e3,男,36,36-45,陕西省,蜈支洲岛,自然风光,5A,三亚市,海南,144,2023-12-17,2023,12,4,2.8,277.77,144,133.77,4.9,是,4385.0,4.0,"抚顺赫图阿拉城,鸡公山,太行大峡谷",空调大巴,冬季,是,强烈推荐,非常满意
c64ebd4c5a3a,女,20,18-25,上海市,莆田九鲤湖,自然风光,4A,莆田市,福建,50,2023-01-10,2023,1,1,7.8,470.33,50,420.33,4.7,是,1135.0,2.0,"殷墟,西塘古镇,上海欢乐谷,河池巴马长寿村,黑河瑷珲古城",空调大巴,冬季,是,强烈推荐,非常满意
653787626ac8,男,53,46-55,北京市,上海大观园,主题公园,4A,上海市,上海,60,2024-11-07,2024,11,4,6.8,60.0,60,0.0,4.2,是,2404.0,1.0,"安庆振风塔,曲阜三孔,武侯祠,西岭雪山",飞机+大巴,秋季,否,推荐,满意
79e9b662f9da,男,34,26-35,山东省,明月山,自然风光,5A,宜春市,江西,95,2024-02-29,2024,2,1,2.7,220.25,95,125.25,4.7,是,7228.0,2.0,"碛口古镇,无锡影视基地,沂蒙山,桂林象鼻山,日照海滨国家森林公园",高铁+大巴,冬季,是,强烈推荐,非常满意
63288c445a9f,女,59,56+,安徽省,长春电影制片厂,工业旅游,4A,长春市,吉林,90,2024-07-21,2024,7,3,1.5,241.91,90,151.91,3.8,是,2404.0,1.0,"安庆振风塔,曲阜三孔,武侯祠,西岭雪山",飞机+大巴,夏季,是,推荐,满意
27e4086d9850,女,23,18-25,山东省,漳州东山岛,自然风光,4A,漳州市,福建,60,2024-09-21,2024,9,3,3.0,269.56,60,209.56,4.1,否,,,,,秋季,是,推荐,满意
5f6ff01e9420,女,20,18-25,西藏自治区,皇城相府,历史建筑,5A,晋城市,山西,120,2022-11-23,2022,11,4,5.0,262.62,120,142.62,4.4,否,,,,,秋季,否,推荐,满意
4452c465582e,女,53,46-55,湖南省,龙脊梯田,自然风光,4A,桂林市,广西,80,2023-01-27,2023,1,1,1.1,251.52,80,171.52,4.5,否,,,,,冬季,是,强烈推荐,非常满意
59c089f3250f,女,21,18-25,青海省,深圳东部华侨城,主题公园,5A,深圳市,广东,180,2025-04-11,2025,4,2,7.3,585.9200000000001,180,405.92,5.0,否,,,,,春季,否,强烈推荐,非常满意
e681d071f024,女,60,56+,海南省,上饶集中营,红色旅游,4A,上饶市,江西,0,2024-07-03,2024,7,3,1.2,0.0,0,0.0,3.9,否,,,,,夏季,否,推荐,满意
a4fa8fb4c7df,女,55,46-55,陕西省,雍和宫,宗教文化,4A,北京市,北京,25,2025-02-19,2025,2,1,7.7,277.13,25,252.13,4.3,否,,,,,冬季,是,推荐,满意
1e5cadb8bdfd,男,69,56+,天津市,鄱阳湖,自然风光,4A,九江市,江西,0,2023-08-18,2023,8,3,5.3,411.72,0,411.72,4.2,否,,,,,夏季,否,推荐,满意
0c364c664412,女,41,36-45,重庆市,徐州云龙湖,自然风光,5A,徐州市,江苏,0,2024-09-10,2024,9,3,7.4,362.7,0,362.7,5.0,否,,,,,秋季,否,强烈推荐,非常满意
3d5dad96d54a,男,62,56+,北京市,厦门曾厝垵,历史文化,3A,厦门市,福建,0,2022-09-10,2022,9,3,6.4,0.0,0,0.0,4.0,否,,,,,秋季,是,推荐,满意
079228c573e8,女,19,18-25,吉林省,明皇陵,历史遗址,4A,滁州市,安徽,70,2024-08-04,2024,8,3,2.5,156.20999999999998,70,86.21,4.1,是,1528.0,1.0,"白云山,白石山,湛江湖光岩,文昌东郊椰林",飞机+大巴,夏季,是,推荐,满意
7fbcb6a9e77c,男,28,26-35,台湾省,凤凰古城,古镇风情,4A,湘西州,湖南,148,2025-01-06,2025,1,1,2.3,236.1,148,88.1,4.5,否,,,,,冬季,是,强烈推荐,非常满意
48be6fc71bce,女,69,56+,甘肃省,龟峰,自然风光,5A,上饶市,江西,60,2023-11-20,2023,11,4,3.4,60.0,60,0.0,5.0,否,,,,,秋季,否,强烈推荐,非常满意
3c741c01fc69,女,69,56+,山东省,荆门明显陵,历史遗址,4A,荆门市,湖北,50,2023-12-31,2023,12,4,2.5,276.58000000000004,50,226.58,4.1,否,,,,,冬季,是,推荐,满意
7d1066b690c8,男,61,56+,江苏省,黑河瑷珲古城,历史文化,4A,黑河市,黑龙江,50,2023-06-11,2023,6,2,2.5,529.35,50,479.35,4.6,是,6478.0,5.0,"台儿庄古城,三明泰宁大金湖,湖南省博物馆,神农架",飞机+大巴,夏季,是,强烈推荐,非常满意
bfd8edcabad5,女,52,46-55,河南省,梅州客天下,文化旅游,4A,梅州市,广东,100,2024-01-17,2024,1,1,5.9,260.59000000000003,100,160.59,4.4,否,,,,,冬季,是,推荐,满意
d232e36c2d51,女,52,46-55,新疆维吾尔自治区,中山陵,红色旅游,5A,南京市,江苏,0,2024-08-27,2024,8,3,7.3,0.0,0,0.0,5.0,是,3039.0,3.0,"大明湖,运城盐湖,三亚大小洞天,绍兴鲁迅故里,岳阳楼,泰山",空调大巴,夏季,否,强烈推荐,非常满意
