景点名称,所在城市,所在省份,景点类型,景点等级,游客样本量,平均评分,平均消费金额,平均门票价格,平均访问时长(小时),跟团占比(%),节假日访问占比(%),高频季节,高频交通方式,高频游客来源省,推荐程度分布,满意度分布,匹配素材标题,匹配素材路径,预览图路径
清明上河园,开封市,河南,主题公园,5A,211,4.75,301.29,120.0,4.68,27.49,44.55,夏季(55) / 秋季(55),高铁+大巴(24) / 空调大巴(17) / 飞机+大巴(17),吉林省(12) / 澳门特别行政区(11) / 河南省(11) / 山西省(10) / 西藏自治区(10),强烈推荐(178) / 推荐(33),非常满意(178) / 满意(33),,,
营口鲅鱼圈,营口市,辽宁,自然风光,4A,211,4.61,190.39,0.0,4.64,32.23,45.5,夏季(59) / 冬季(52),空调大巴(23) / 高铁+大巴(23) / 飞机+大巴(22),安徽省(10) / 香港特别行政区(10) / 四川省(10) / 山西省(9) / 陕西省(8),强烈推荐(139) / 推荐(72),非常满意(139) / 满意(72),,,
三亚大小洞天,三亚市,海南,自然文化,5A,211,4.5,266.79,90.0,4.5,36.02,45.5,冬季(58) / 夏季(56),高铁+大巴(32) / 飞机+大巴(22) / 空调大巴(22),陕西省(11) / 吉林省(11) / 上海市(11) / 江西省(10) / 海南省(10),强烈推荐(115) / 推荐(96),非常满意(115) / 满意(96),三亚旅游攻略,D:\wzb\全部131个景点\三亚旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_003.png
夫子庙秦淮风光带,南京市,江苏,历史文化,5A,211,4.44,166.86,0.0,4.25,27.01,46.45,春季(56) / 夏季(54),高铁+大巴(23) / 飞机+大巴(18) / 空调大巴(16),安徽省(11) / 澳门特别行政区(11) / 福建省(11) / 黑龙江省(10) / 海南省(9),强烈推荐(106) / 推荐(105),非常满意(106) / 满意(105),南京旅游攻略,D:\wzb\全部131个景点\南京旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_024.png
天目湖,常州市,江苏,自然风光,5A,210,4.87,350.28,180.0,4.6,32.86,50.0,夏季(58) / 冬季(54),高铁+大巴(33) / 空调大巴(19) / 飞机+大巴(17),黑龙江省(12) / 上海市(11) / 湖南省(10) / 甘肃省(10) / 安徽省(9),强烈推荐(210),非常满意(210),常州旅游攻略,D:\wzb\全部131个景点\常州旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_049.png
泰山,泰安市,山东,自然文化,5A,210,4.74,274.81,115.0,4.33,31.9,44.76,春季(62) / 冬季(53),高铁+大巴(26) / 空调大巴(25) / 飞机+大巴(16),海南省(13) / 广东省(12) / 香港特别行政区(12) / 湖南省(11) / 上海市(9),强烈推荐(172) / 推荐(38),非常满意(172) / 满意(38),泰山旅游攻略,D:\wzb\全部131个景点\泰山旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_078.png
白云山,洛阳市,河南,自然风光,5A,210,4.73,222.13,75.0,4.83,29.05,43.81,春季(58) / 夏季(54),空调大巴(25) / 飞机+大巴(19) / 高铁+大巴(17),安徽省(13) / 四川省(11) / 内蒙古自治区(10) / 浙江省(10) / 湖北省(10),强烈推荐(174) / 推荐(36),非常满意(174) / 满意(36),洛阳,D:\wzb\全部131个景点\洛阳.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_080.png
乐山大佛,乐山市,四川,宗教文化,5A,210,4.62,239.65,80.0,4.46,30.95,52.86,冬季(61) / 秋季(60),高铁+大巴(38) / 空调大巴(17) / 飞机+大巴(10),内蒙古自治区(11) / 安徽省(10) / 湖北省(9) / 山西省(9) / 黑龙江省(8),强烈推荐(145) / 推荐(65),非常满意(145) / 满意(65),,,
中国雪乡,牡丹江市,黑龙江,自然风光,4A,210,4.39,306.96,120.0,4.43,26.67,48.57,秋季(56) / 春季(56),空调大巴(21) / 高铁+大巴(20) / 飞机+大巴(15),西藏自治区(11) / 天津市(10) / 江西省(9) / 上海市(9) / 青海省(9),推荐(121) / 强烈推荐(89),满意(121) / 非常满意(89),中国,D:\wzb\全部131个景点\中国.jpg,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_006.jpg
广州塔,广州市,广东,城市地标,4A,210,4.39,315.96,150.0,4.36,30.48,52.38,冬季(64) / 春季(57),高铁+大巴(28) / 空调大巴(18) / 飞机+大巴(18),陕西省(16) / 上海市(11) / 河北省(10) / 台湾省(9) / 宁夏回族自治区(9),推荐(124) / 强烈推荐(86),满意(124) / 非常满意(86),广州旅游攻略,D:\wzb\全部131个景点\广州旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_051.png
瑞金共和国摇篮,赣州市,江西,红色旅游,5A,210,4.39,244.65,65.0,4.5,29.05,44.76,春季(63) / 秋季(62),高铁+大巴(21) / 空调大巴(21) / 飞机+大巴(19),海南省(10) / 湖北省(9) / 四川省(9) / 天津市(9) / 江西省(8),推荐(117) / 强烈推荐(93),满意(117) / 非常满意(93),,,
向海自然保护区,白城市,吉林,自然风光,4A,210,4.29,245.33,70.0,4.49,29.05,45.24,春季(56) / 秋季(55),空调大巴(21) / 飞机+大巴(21) / 高铁+大巴(19),上海市(11) / 西藏自治区(10) / 湖北省(10) / 香港特别行政区(9) / 四川省(9),推荐(146) / 强烈推荐(64),满意(146) / 非常满意(64),,,
张家口大境门,张家口市,河北,历史文化,4A,210,4.2,198.5,20.0,4.5,28.1,50.0,冬季(60) / 春季(53),飞机+大巴(22) / 空调大巴(19) / 高铁+大巴(18),安徽省(13) / 河北省(13) / 新疆维吾尔自治区(10) / 辽宁省(10) / 湖南省(8),推荐(157) / 强烈推荐(53),满意(157) / 非常满意(53),,,
盐城丹顶鹤湿地,盐城市,江苏,自然风光,4A,209,4.52,233.35,45.0,4.47,31.58,49.28,冬季(67) / 夏季(50),高铁+大巴(31) / 飞机+大巴(22) / 空调大巴(13),澳门特别行政区(13) / 吉林省(11) / 西藏自治区(10) / 四川省(10) / 广东省(10),强烈推荐(122) / 推荐(87),非常满意(122) / 满意(87),,,
趵突泉,济南市,山东,自然风光,4A,209,4.24,225.52,40.0,4.4,30.14,45.45,秋季(55) / 夏季(53),飞机+大巴(22) / 空调大巴(21) / 高铁+大巴(20),广西壮族自治区(13) / 天津市(10) / 安徽省(10) / 内蒙古自治区(9) / 湖南省(9),推荐(143) / 强烈推荐(66),满意(143) / 非常满意(66),济南旅游攻略,D:\wzb\全部131个景点\济南旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_081.png
腾冲热海,保山市,云南,自然奇观,5A,208,4.61,255.1,78.0,4.63,29.33,45.67,春季(54) / 冬季(52),空调大巴(23) / 飞机+大巴(20) / 高铁+大巴(18),宁夏回族自治区(14) / 重庆市(11) / 海南省(10) / 香港特别行政区(8) / 新疆维吾尔自治区(8),强烈推荐(140) / 推荐(68),非常满意(140) / 满意(68),腾冲,D:\wzb\全部131个景点\腾冲.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_099.png
九寨沟,阿坝州,四川,自然风光,5A,208,4.45,409.24,220.0,4.46,26.92,44.71,春季(60) / 冬季(50),高铁+大巴(22) / 空调大巴(18) / 飞机+大巴(16),内蒙古自治区(11) / 河南省(10) / 新疆维吾尔自治区(10) / 安徽省(9) / 吉林省(9),推荐(107) / 强烈推荐(101),满意(107) / 非常满意(101),九寨沟,D:\wzb\全部131个景点\九寨沟.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_012.png
绵山,晋中市,山西,自然文化,5A,208,4.28,267.09,110.0,4.5,29.33,50.0,春季(58) / 秋季(54),高铁+大巴(22) / 空调大巴(21) / 飞机+大巴(18),陕西省(11) / 西藏自治区(11) / 辽宁省(10) / 台湾省(10) / 甘肃省(9),推荐(142) / 强烈推荐(66),满意(142) / 非常满意(66),,,
八里河,阜阳市,安徽,自然风光,5A,207,4.8,263.79,90.0,4.35,32.37,44.93,冬季(58) / 秋季(52),高铁+大巴(25) / 飞机+大巴(24) / 空调大巴(18),河南省(12) / 四川省(9) / 湖北省(9) / 山西省(8) / 上海市(8),强烈推荐(196) / 推荐(11),非常满意(196) / 满意(11),,,
滕王阁,南昌市,江西,历史建筑,5A,207,4.59,223.25,50.0,4.63,28.02,48.79,冬季(61) / 秋季(52),高铁+大巴(25) / 空调大巴(18) / 飞机+大巴(15),青海省(10) / 内蒙古自治区(10) / 海南省(10) / 湖北省(9) / 湖南省(9),强烈推荐(136) / 推荐(71),非常满意(136) / 满意(71),南昌旅游攻略,D:\wzb\全部131个景点\南昌旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_026.png
采石矶,马鞍山市,安徽,历史文化,5A,207,4.51,256.94,68.0,4.57,30.43,43.96,春季(58) / 冬季(52),高铁+大巴(27) / 空调大巴(19) / 飞机+大巴(17),四川省(12) / 湖北省(9) / 云南省(9) / 青海省(8) / 湖南省(8),强烈推荐(113) / 推荐(94),非常满意(113) / 满意(94),,,
德天瀑布,崇左市,广西,自然风光,5A,207,4.47,275.09,115.0,4.4,22.22,45.89,夏季(59) / 冬季(54),高铁+大巴(22) / 空调大巴(14) / 飞机+大巴(10),江苏省(10) / 湖南省(10) / 海南省(9) / 上海市(9) / 天津市(9),强烈推荐(109) / 推荐(98),非常满意(109) / 满意(98),,,
赵州桥,石家庄市,河北,历史建筑,4A,207,4.44,213.7,40.0,4.47,27.05,46.86,秋季(61) / 冬季(54),空调大巴(24) / 高铁+大巴(23) / 飞机+大巴(9),青海省(11) / 江苏省(10) / 广东省(9) / 湖南省(9) / 河北省(9),强烈推荐(107) / 推荐(100),非常满意(107) / 满意(100),,,
殷墟,安阳市,河南,历史遗址,5A,207,4.31,237.82,70.0,4.47,29.47,42.03,秋季(56) / 冬季(56),空调大巴(24) / 飞机+大巴(19) / 高铁+大巴(18),四川省(11) / 山西省(10) / 贵州省(10) / 山东省(10) / 甘肃省(9),推荐(132) / 强烈推荐(75),满意(132) / 非常满意(75),,,
七台河勃利西大圈,七台河市,黑龙江,自然风光,4A,206,4.61,211.03,30.0,4.41,34.47,38.35,春季(57) / 夏季(55),飞机+大巴(29) / 高铁+大巴(26) / 空调大巴(16),北京市(11) / 福建省(10) / 台湾省(10) / 河北省(8) / 广西壮族自治区(8),强烈推荐(133) / 推荐(73),非常满意(133) / 满意(73),,,
丽水云和梯田,丽水市,浙江,自然风光,4A,206,4.51,254.42,80.0,4.1,30.1,41.75,秋季(58) / 春季(53),高铁+大巴(26) / 飞机+大巴(20) / 空调大巴(16),江苏省(11) / 浙江省(10) / 福建省(10) / 辽宁省(10) / 台湾省(10),强烈推荐(122) / 推荐(84),非常满意(122) / 满意(84),,,
丹东凤凰山,丹东市,辽宁,自然风光,4A,206,4.41,270.65,80.0,4.3,32.52,43.69,冬季(62) / 秋季(54),空调大巴(26) / 高铁+大巴(23) / 飞机+大巴(18),海南省(10) / 香港特别行政区(9) / 江苏省(9) / 云南省(9) / 青海省(9),推荐(107) / 强烈推荐(99),满意(107) / 非常满意(99),凤凰,D:\wzb\全部131个景点\凤凰.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_017.png
西岭雪山,成都市,四川,自然风光,4A,205,4.61,280.07,120.0,4.68,22.44,48.29,冬季(54) / 夏季(53),高铁+大巴(20) / 飞机+大巴(18) / 空调大巴(8),西藏自治区(14) / 内蒙古自治区(12) / 澳门特别行政区(9) / 浙江省(9) / 安徽省(9),强烈推荐(144) / 推荐(61),非常满意(144) / 满意(61),成都攻略,D:\wzb\全部131个景点\成都攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_057.png
慕田峪长城,北京市,北京,历史文化,4A,205,4.53,197.85,45.0,4.49,28.29,43.41,春季(62) / 秋季(49),飞机+大巴(22) / 空调大巴(19) / 高铁+大巴(17),北京市(11) / 内蒙古自治区(9) / 辽宁省(9) / 甘肃省(9) / 黑龙江省(9),强烈推荐(118) / 推荐(87),非常满意(118) / 满意(87),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
仙女湖,新余市,江西,自然风光,4A,205,4.4,252.3,90.0,4.39,28.78,49.27,夏季(55) / 秋季(53),空调大巴(28) / 飞机+大巴(21) / 高铁+大巴(10),甘肃省(11) / 四川省(10) / 天津市(10) / 西藏自治区(9) / 湖南省(8),推荐(105) / 强烈推荐(100),满意(105) / 非常满意(100),,,
泸沽湖(云南部分),丽江市,云南,自然风光,4A,205,4.27,242.9,70.0,4.41,26.34,44.88,夏季(53) / 春季(51),空调大巴(20) / 高铁+大巴(19) / 飞机+大巴(15),天津市(11) / 山西省(10) / 江西省(9) / 安徽省(9) / 吉林省(9),推荐(145) / 强烈推荐(60),满意(145) / 非常满意(60),云南,D:\wzb\全部131个景点\云南.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_013.png
大连老虎滩海洋公园,大连市,辽宁,主题公园,5A,204,4.7,413.59,220.0,4.45,32.84,50.0,冬季(57) / 夏季(52),空调大巴(25) / 高铁+大巴(22) / 飞机+大巴(20),台湾省(12) / 新疆维吾尔自治区(9) / 江苏省(9) / 湖南省(8) / 内蒙古自治区(8),强烈推荐(160) / 推荐(44),非常满意(160) / 满意(44),大连旅游攻略,D:\wzb\全部131个景点\大连旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_039.png
吉林北山,吉林市,吉林,自然文化,4A,204,4.52,190.11,0.0,4.48,30.39,39.22,夏季(58) / 秋季(52),飞机+大巴(25) / 空调大巴(21) / 高铁+大巴(16),江苏省(11) / 天津市(10) / 重庆市(10) / 湖南省(10) / 台湾省(9),强烈推荐(118) / 推荐(86),非常满意(118) / 满意(86),,,
壶口瀑布,延安市,陕西,自然风光,4A,204,4.42,260.4,90.0,4.45,26.96,42.65,夏季(59) / 春季(57),高铁+大巴(21) / 飞机+大巴(18) / 空调大巴(16),福建省(12) / 海南省(11) / 四川省(10) / 湖南省(10) / 山西省(9),强烈推荐(102) / 推荐(102),非常满意(102) / 满意(102),,,
恭王府,北京市,北京,历史建筑,5A,203,4.74,218.42,40.0,4.52,26.6,50.74,冬季(56) / 秋季(53),飞机+大巴(19) / 空调大巴(18) / 高铁+大巴(17),山东省(12) / 内蒙古自治区(11) / 甘肃省(11) / 山西省(10) / 北京市(9),强烈推荐(169) / 推荐(34),非常满意(169) / 满意(34),北京,D:\wzb\全部131个景点\北京.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_018.png
孝感双峰山,孝感市,湖北,自然风光,4A,201,4.21,212.99,45.0,4.6,29.85,52.24,冬季(55) / 秋季(53),高铁+大巴(23) / 飞机+大巴(19) / 空调大巴(18),安徽省(10) / 海南省(10) / 青海省(9) / 福建省(9) / 北京市(9),推荐(149) / 强烈推荐(52),满意(149) / 非常满意(52),,,
明皇陵,滁州市,安徽,历史遗址,4A,201,4.18,246.12,70.0,4.49,29.85,47.76,夏季(54) / 冬季(54),空调大巴(23) / 高铁+大巴(21) / 飞机+大巴(16),河南省(11) / 天津市(10) / 安徽省(10) / 河北省(9) / 山西省(8),推荐(159) / 强烈推荐(42),满意(159) / 非常满意(42),,,
野三坡,保定市,河北,自然风光,5A,193,4.75,285.94,100.0,4.43,29.53,52.33,秋季(51) / 夏季(50),高铁+大巴(21) / 飞机+大巴(18) / 空调大巴(18),宁夏回族自治区(13) / 香港特别行政区(11) / 天津市(8) / 新疆维吾尔自治区(8) / 江苏省(8),强烈推荐(168) / 推荐(25),非常满意(168) / 满意(25),野三坡旅游攻略,D:\wzb\全部131个景点\野三坡旅游攻略.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_116.png
小浪底,洛阳市,河南,水利工程,4A,189,4.37,206.7,40.0,4.42,28.57,43.92,春季(58) / 冬季(45),高铁+大巴(21) / 飞机+大巴(20) / 空调大巴(13),天津市(10) / 四川省(10) / 云南省(10) / 北京市(9) / 台湾省(8),推荐(115) / 强烈推荐(74),满意(115) / 非常满意(74),洛阳,D:\wzb\全部131个景点\洛阳.pdf,D:\wzb\codex\data\全国旅游数据整合_2026-03-24\previews\asset_080.png
